,pPTEN,pPI3K,pAKT,pGSK3B,LPS,bpV,LY294002,HDACi,ATP,ADP,P2Y12G,Ca,PIP3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
0.24992499249924993,0.00033595450143518717,0.011284776838585961,1.077323868065659e-12,3.189031307091721e-16,0.0,0.0,0.0,0.0,0.0,,0.13691860198368289,0.0,3.6382912598907574e-05
0.49984998499849986,0.0006718479639068986,0.02244220750912656,3.3356887241508306e-11,1.941220728781454e-14,0.0,0.0,0.0,0.0,0.0,,0.2550905668221028,0.0,0.00014320706563188514
0.7497749774977498,0.001007680398504153,0.033473729063956376,2.4653748286310914e-10,2.1630727381697535e-13,0.0,0.0,0.0,0.0,0.0,,0.3570826312613699,0.0,0.0003171217374707433
0.9996999699969997,0.0013434518163149942,0.04438076235913387,1.0107616359167511e-09,1.1825310015494833e-12,0.0,0.0,0.0,0.0,0.0,,0.4451099429222466,0.0,0.0005549479227523822
1.2496249624962497,0.0016791622284254512,0.05516471221756442,3.0035826644944345e-09,4.404719623021603e-12,0.0,0.0,0.0,0.0,0.0,,0.5210847308970826,0.0,0.0008536672844708985
1.4995499549954996,0.0020148116459195375,0.06582696760820908,7.279387641616095e-09,1.2851671054896196e-11,0.0,0.0,0.0,0.0,0.0,,0.5866571610012818,0.0,0.0012104121991070487
1.7494749474947495,0.002350400079879252,0.07636890182595904,1.5327685945716305e-08,3.1676108593429695e-11,0.0,0.0,0.0,0.0,0.0,,0.6432515006307667,0.0,0.0016224563807894583
1.9993999399939995,0.002685927541384575,0.0867918726683898,2.9119210016876733e-08,6.900371226371162e-11,0.0,0.0,0.0,0.0,0.0,,0.692096993170508,0.0,0.002087206298795326
2.2493249324932494,0.003021394041513469,0.09709722261069259,5.114250206468803e-08,1.367891793549766e-10,0.0,0.0,0.0,0.0,0.0,,0.7342546993916814,0.0,0.0026021932092986644
2.4992499249924993,0.0033567995913418715,0.10728627897844199,8.44306562461255e-08,2.517337469130408e-10,0.0,0.0,0.0,0.0,0.0,,0.7706402076548776,0.0,0.003165065847210908
2.7491749174917492,0.0036921442019436923,0.11736035411867607,1.3258179473594432e-07,4.3623064629152706e-10,0.0,0.0,0.0,0.0,0.0,,0.802043840860512,0.0,0.0037735835669777122
2.999099909990999,0.004027427884390804,0.1273207455688967,1.997721018026495e-07,7.193450320107457e-10,0.0,0.0,0.0,0.0,0.0,,0.8291477370248989,0.0,0.004425610024333528
3.249024902490249,0.004362650649753034,0.13716873622417844,2.9076315667561434e-07,1.1378079272125646e-09,0.0,0.0,0.0,0.0,0.0,,0.8525406005496363,0.0,0.005119107300265948
3.498949894989499,0.004697812509098157,0.1469055945024109,4.109043558726028e-07,1.7370165696453375e-09,0.0,0.0,0.0,0.0,0.0,,0.872730545771738,0.0,0.005852130428117764
