,pPTEN,pPI3K,pAKT,pGSK3B,LPS,bpV,LY294002,HDACi,ATP,ADP,P2Y12G,Ca,PIP3
376.13711371137117,1.011984863363301,0.999999961792806,0.9725192555604666,0.9618057563680692,0.0,0.0,0.0,0.0,0.0,,1.0000000092712211,0.0,1.0035937752749748
376.3870387038704,1.0119358480180682,0.9999999622239656,0.9726529208079239,0.9619622796533045,0.0,0.0,0.0,0.0,0.0,,1.0000000143969539,0.0,1.003603402755292
376.63696369636966,1.0118870193548193,0.9999999626502598,0.9727860770259011,0.9621182159434509,0.0,0.0,0.0,0.0,0.0,,1.000000018560666,0.0,1.0036129324753589
376.8868886888689,1.0118383767002062,0.9999999630717432,0.9729187258261588,0.9622735672709194,0.0,0.0,0.0,0.0,0.0,,1.000000020756505,0.0,1.0036223649478704
377.13681368136815,1.0117899193333535,0.9999999634884846,0.9730508689035858,0.9624283357972484,0.0,0.0,0.0,0.0,0.0,,1.0000000188559397,0.0,1.0036317007315998
377.3867386738674,1.0117416467155493,0.9999999639005006,0.9731825076353962,0.9625825231907778,0.0,0.0,0.0,0.0,0.0,,1.0000000183033675,0.0,1.0036409402096167
377.63666366636664,1.011693558083751,0.999999964307872,0.9733136437902443,0.962736131727635,0.0,0.0,0.0,0.0,0.0,,1.000000016017302,0.0,1.0036500839815892
377.8865886588659,1.011645652781157,0.9999999647106487,0.9734442789512302,0.9628891633957887,0.0,0.0,0.0,0.0,0.0,,1.0000000123585318,0.0,1.0036591325444402
378.13651365136514,1.0115979301509666,0.9999999651088812,0.9735744147014533,0.9630416201832076,0.0,0.0,0.0,0.0,0.0,,1.000000007687846,0.0,1.0036680863950926
378.3864386438644,1.011550389536419,0.99999996550262,0.9737040526239213,0.9631935040777259,0.0,0.0,0.0,0.0,0.0,,1.0000000023805864,0.0,1.0036769460304262
378.6363636363636,1.0115030302822805,0.9999999658919148,0.9738331942981674,0.9633448170620894,0.0,0.0,0.0,0.0,0.0,,0.999999997360311,0.0,1.0036857119456981
378.88628862886287,1.0114558517333074,0.9999999662768156,0.973961841303746,0.963495561119075,0.0,0.0,0.0,0.0,0.0,,0.9999999935473022,0.0,1.003694384636174
379.1362136213622,1.0114088532337306,0.9999999666573732,0.9740899952214097,0.9636457382332138,0.0,0.0,0.0,0.0,0.0,,0.9999999916727492,0.0,1.0037029645976807
379.3861386138614,1.0113620341292666,0.9999999670336369,0.9742176576292435,0.9637953503849375,0.0,0.0,0.0,0.0,0.0,,0.9999999922159067,0.0,1.0037114523246127
